No.;NIT;RAZON SOCIAL;SUPERVISOR;REGIÓN;DEPARTAMENTO DOMICILIO;CIUDAD DOMICILIO;CIIU;MACROSECTOR;"INGRESOS OPERACIONALES
2018*";GANANCIA (PERDIDA) 2018;TOTAL ACTIVOS 2018;TOTAL PASIVOS 2018;TOTAL PATRIMONIO 2018;"INGRESOS OPERACIONALES
2017*";GANANCIA (PERDIDA) 2017;TOTAL ACTIVOS 2017;TOTAL PASIVOS 2017;TOTAL PATRIMONIO 2017;GRUPO EN NIIF
443;890,900,120;Suministros de Colombia S.A.S.;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;SABANETA-ANTIOQUIA;C2310 - Fabricación de vidrio y productos de vidrio;MANUFACTURA;309,841,330;17,493,278;369,963,794;134,556,629;235,407,165;315,882,220;110,052,864;351,613,901;130,512,471;221,101,430;NIIF PLENAS-GRUPO 1
444;900,459,993;GRUPO ETHUSS S.A.S.;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;M7010 - Actividades de administración empresarial;SERVICIOS;309,838,558;300,494,815;812,780,786;104,772,589;708,008,197;27,630,606;2,751,982;362,774,485;103,485,466;259,289,019;NIIF PLENAS-GRUPO 1
445;830,024,974;NATURA COSMETICOS LTDA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;COMERCIO;309,547,826;20,915,004;130,519,109;64,962,800;65,556,309;275,666,302;7,196,215;102,264,335;57,623,030;44,641,305;NIIF PLENAS-GRUPO 1
446;900,189,181;PEPSICO ALIMENTOS Z.F. LTDA;SUPERSOCIEDADES;Bogotá - Cundinamarca;CUNDINAMARCA;FUNZA-CUNDINAMARCA;C1089 - Elaboración de otros productos alimenticios n.c.p.;MANUFACTURA;308,142,561;66,535,886;278,241,126;78,392,914;199,848,212;273,653,940;33,420,201;288,654,045;61,945,679;226,708,366;NIIF PLENAS-GRUPO 1
447;890,301,291;ELI LILLY INTERAMERICANA INC;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;COMERCIO;307,751,101;23,871,705;246,750,901;35,545,508;211,205,393;291,673,473;14,648,753;261,863,669;77,368,042;184,495,627;NIIF PLENAS-GRUPO 1
448;860,028,580;DISPAPELES S.A.S;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4669 - Comercio al por mayor de otros productos n.c.p.;COMERCIO;306,659,060;4,202,469;265,968,272;152,711,279;113,256,993;301,783,388;644,932;265,362,574;156,832,708;108,529,866;NIIF PLENAS-GRUPO 1
449;901,009,478;VIA 40 EXPRESS S A S;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;F4210 - Construcción de carreteras y vías de ferrocarril;CONSTRUCCIÓN;305,567,058;-10,700,741;439,271,809;397,680,049;41,591,760;165,458,350;8,335,263;180,596,043;128,393,542;52,202,501;NIIF PLENAS-GRUPO 1
450;890,205,142;DISTRIBUIDORA AVICOLA SAS;SUPERSOCIEDADES;Centro - Oriente;SANTANDER;GIRON-SANTANDER;A0145 - Cría de aves de corral;AGROPECUARIO;302,488,062;-4,897,895;137,709,816;100,308,670;37,401,146;268,195,972;-13,668,399;137,928,397;95,462,049;42,466,348;NIIF PLENAS-GRUPO 1
451;830,008,524;BLULOGISTICS COLOMBIA SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;H5224 - Manipulación de carga;SERVICIOS;302,098,968;2,354,460;147,494,751;109,162,878;38,331,873;152,934,868;1,539,479;133,522,327;97,544,914;35,977,413;NIIF PYMES-GRUPO 2
452;890,916,575;DISTRIBUIDORA DE VINOS Y LICORES SAS;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA;G4632 - Comercio al por mayor de bebidas y tabaco;COMERCIO;301,280,352;2,286,998;193,477,748;154,202,037;39,275,711;303,500,612;1,201,816;181,000,661;144,011,947;36,988,714;NIIF PYMES-GRUPO 2
453;890,922,549;PREMEX S.A.S;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA;C1090 - Elaboración de alimentos preparados para animales;MANUFACTURA;300,368,264;15,653,399;221,410,499;143,996,545;77,413,954;256,423,977;11,227,547;201,265,060;143,399,540;57,865,520;NIIF PLENAS-GRUPO 1
454;890,318,278;CONALVIAS CONSTRUCCIONES SAS;SUPERSOCIEDADES;Costa Pacífica;VALLE;CALI-VALLE;F4290 - Construcción de otras obras de ingeniería civil;CONSTRUCCIÓN;299,754,032;-470,549,070;889,730,993;1,037,031,251;-147,300,258;443,916,873;-170,001,981;1,364,242,815;962,002,153;402,240,662;NIIF PLENAS-GRUPO 1
455;900,397,839;COMPAÑIA DSIERRA S.A.S;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4631 - Comercio al por mayor de productos alimenticios;COMERCIO;299,306,602;1,762,439;160,706,492;116,928,532;43,777,960;288,548,946;2,121,010;146,116,007;104,100,487;42,015,520;NIIF PYMES-GRUPO 2
456;800,212,840;LOREAL COLOMBIA S.A.S;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;COMERCIO;299,133,489;5,020,326;389,906,719;186,679,707;203,227,012;294,156,503;-8,969,050;357,031,870;159,868,104;197,163,766;NIIF PLENAS-GRUPO 1
457;817,002,510;CARVAJAL PULPA Y PAPEL ZONA FRANCA PERMANENTE ESPECIAL;SUPERSOCIEDADES;Costa Pacífica;CAUCA;CALOTO-CAUCA;C1709 - Fabricación de otros artículos de papel y cartón;MANUFACTURA;296,384,367;40,660,532;107,075,526;26,314,166;80,761,360;281,542,822;31,199,145;90,799,381;23,209,841;67,589,540;NIIF PLENAS-GRUPO 1
458;817,000,705;COLOMBINA DEL CAUCA S.A.;SUPERSOCIEDADES;Costa Pacífica;CAUCA;SANTANDER-DE-QUILICHAO-CAUCA;C1081 - Elaboración de productos de panadería;MANUFACTURA;296,280,262;41,994,980;248,373,667;129,411,363;118,962,304;287,483,370;44,268,244;248,077,015;139,921,518;108,155,497;NIIF PLENAS-GRUPO 1
459;830,112,317;PROMOTORA DE CAFE COLOMBIA S. A.;SUPERFINANCIERA;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;I5612 - Expendio por autoservicio de comidas preparadas;MANUFACTURA;294,186,236;-12,332,309;157,659,121;110,378,591;47,280,530;281,922,681;3,069,645;164,822,013;97,388,974;67,433,039;NIIF PLENAS-GRUPO 1
460;890,905,032;PREBEL S.A;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA;"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador";MANUFACTURA;293,928,388;-1,939,205;253,191,529;102,977,313;150,214,216;296,684,269;-3,845,621;245,057,109;127,531,734;117,525,375;NIIF PYMES-GRUPO 2
461;900,117,087;BIOCOMBUSTIBLES SOSTENIBLES DEL CARIBE S.A. USUARIO OPERADOR DE ZONA FRANCA;SUPERSOCIEDADES;Costa Atlántica;MAGDALENA;SANTA-MARTA-MAGDALENA;C1030 - Elaboración de aceites y grasas de origen vegetal y animal;MANUFACTURA;293,336,939;4,707,059;93,659,111;46,167,856;47,491,255;229,531,862;2,711,341;96,650,655;46,219,718;50,430,937;NIIF PYMES-GRUPO 2
462;900,015,051;ACEITES MANUELITA S.A.;SUPERSOCIEDADES;Costa Pacífica;VALLE;PALMIRA-VALLE;C2029 - Fabricación de otros productos químicos n.c.p.;MANUFACTURA;293,147,771;8,297,366;471,705,181;284,590,030;187,115,151;323,717,206;13,354,931;456,721,807;255,893,201;200,828,606;NIIF PLENAS-GRUPO 1
463;860,000,898;SKN CARIBECAFE LTDA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;C1061 - Trilla de café;MANUFACTURA;293,129,767;-2,349,340;163,132,855;135,644,381;27,488,474;373,712,832;-2,503,556;155,879,456;125,960,411;29,919,045;NIIF PLENAS-GRUPO 1
464;800,047,031;DURATEX S.A.;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA;"C1620 - Fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados, tableros laminados, tableros de partículas y otros tableros y paneles";MANUFACTURA;291,869,893;65,352,832;514,994,842;106,601,635;408,393,207;237,032,957;41,494,954;467,563,322;99,518,721;368,044,601;NIIF PLENAS-GRUPO 1
465;900,265,170;RIESGO E INVERSIONES BOLIVAR S.A.S.;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.;SERVICIOS;291,226,944;290,141,631;2,420,792,518;1,283,301;2,419,509,217;352,151,061;351,225,800;2,186,062,292;1,563,419;2,184,498,873;NIIF PLENAS-GRUPO 1
466;890,101,176;MEICO SA;SUPERSOCIEDADES;Costa Atlántica;ATLANTICO;BARRANQUILLA-ATLANTICO;G4632 - Comercio al por mayor de bebidas y tabaco;COMERCIO;291,066,152;3,566,489;154,044,363;125,293,010;28,751,353;272,860,157;1,894,164;139,448,088;113,665,361;25,782,727;NIIF PLENAS-GRUPO 1
467;890,941,663;DISTRIBUIDORA PASTEUR S.A;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA;G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados;COMERCIO;290,210,955;2,303,754;202,933,511;59,096,928;143,836,583;292,348,775;5,506,257;183,574,062;58,814,649;124,759,413;NIIF PYMES-GRUPO 2
468;890,100,703;"GRASAS Y ACEITES VEGETALES LIMITADA ""GRACETALES LIMITADA""";SUPERSOCIEDADES;Costa Atlántica;ATLANTICO;BARRANQUILLA-ATLANTICO;C1030 - Elaboración de aceites y grasas de origen vegetal y animal;MANUFACTURA;289,868,816;-34,710,066;174,546,300;215,146,046;-40,599,746;347,190,450;-39,085,035;184,712,986;210,555,048;-25,842,062;NIIF PLENAS-GRUPO 1
469;806,000,179;HOTELES DECAMERON COLOMBIA S.A.S;SUPERSOCIEDADES;Costa Atlántica;BOLIVAR;CARTAGENA-BOLIVAR;I5511 - Alojamiento en hoteles;SERVICIOS;289,625,778;-180,622,342;2,380,284,385;2,206,828,948;173,455,437;342,461,376;11,693,006;2,301,718,788;2,109,246,036;192,472,752;NIIF PLENAS-GRUPO 1
470;900,682,561;HIDROCARBUROS DEL CASANARE SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;C1921 - Fabricación de productos de la refinación del petróleo;MANUFACTURA;289,399,374;11,182,674;122,038,368;92,315,832;29,722,536;254,140,076;11,632,943;124,288,987;90,436,716;33,852,271;NIIF PYMES-GRUPO 2
471;800,218,958;FLEXO SPRING S.A.S;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;C2229 - Fabricación de artículos de plástico n.c.p.;MANUFACTURA;288,103,338;5,683,900;245,506,059;122,984,464;122,521,595;267,560,695;5,144,315;231,657,720;104,823,109;126,834,611;NIIF PLENAS-GRUPO 1
472;890,925,108;PAPELES Y CARTONES S.A;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;BARBOSA-ANTIOQUIA;"C1702 - Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón";MANUFACTURA;287,202,113;31,590,063;341,385,257;107,864,593;233,520,664;215,531,330;14,454,035;301,413,432;97,550,725;203,862,707;NIIF PLENAS-GRUPO 1
473;890,312,765;MORELCO S.A.S.;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;F4290 - Construcción de otras obras de ingeniería civil;CONSTRUCCIÓN;286,914,911;8,434,562;280,605,261;149,598,812;131,006,449;216,482,962;-7,293,994;213,219,290;91,398,239;121,821,051;NIIF PLENAS-GRUPO 1
474;890,211,777;CONSTRUCCIONES MARVAL S.A.;SUPERSOCIEDADES;Centro - Oriente;SANTANDER;BUCARAMANGA-SANTANDER;F4111 - Construcción de edificios residenciales;CONSTRUCCIÓN;286,597,769;57,114,543;888,010,657;503,434,799;384,575,858;204,302,056;82,249,816;895,948,400;553,937,746;342,010,654;NIIF PLENAS-GRUPO 1
475;900,277,370;iShop colombia SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados;COMERCIO;284,443,390;1,072,960;92,794,328;82,136,960;10,657,368;271,524,581;-335,719;83,380,281;73,795,873;9,584,408;NIIF PLENAS-GRUPO 1
476;900,580,962;SOLINSA GC SAS;SUPERSOCIEDADES;Centro - Oriente;SANTANDER;GIRON-SANTANDER;G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;COMERCIO;283,780,599;24,094,130;119,575,135;68,745,044;50,830,091;175,785,439;16,045,925;79,718,582;42,659,475;37,059,107;NIIF PYMES-GRUPO 2
477;900,226,684;C.I BULK TRADING SUR AMERICA S.A.S;SUPERSOCIEDADES;Centro - Oriente;NORTE DE SANTANDER;CUCUTA-NORTE DE SANTANDER;G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos;COMERCIO;283,588,867;1,479,319;103,101,373;105,596,392;-2,495,019;186,045,347;60,531;75,880,862;79,855,200;-3,974,338;NIIF PLENAS-GRUPO 1
478;860,350,234;BRINKS DE COLOMBIA SA;SUPERVIGILANCIA;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;N8010 - Actividades de seguridad privada;SERVICIOS;283,403,996.75;14,464,799.85;168,138,703.28;79,460,744.01;88,677,959.27;255,846,283;18,027,516;145,844,996;54,210,370;91,634,626;NIIF PLENAS-GRUPO 1
480;800,100,610;TECNOFARMA COLOMBIA SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;COMERCIO;282,469,089;1,819,572;164,867,149;117,064,860;47,802,289;250,809,494;15,091,834;159,414,731;107,731,933;51,682,798;NIIF PLENAS-GRUPO 1
481;817,003,055;TECNOFAR TQ S.A.S.;SUPERSOCIEDADES;Costa Pacífica;CAUCA;SANTANDER-DE-QUILICHAO-CAUCA;C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico;MANUFACTURA;282,104,357;88,270,468;374,790,612;57,111,740;317,678,872;222,590,774;75,312,479;245,804,436;64,042,360;181,762,076;NIIF PLENAS-GRUPO 1
482;800,020,220;AGROINDUSTRIAL MOLINO SONORA AP SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;C1051 - Elaboración de productos de molinería;MANUFACTURA;282,027,519;3,231,759;196,177,606;150,591,737;45,585,869;271,643,996;264,089;178,558,330;137,369,771;41,188,559;NIIF PLENAS-GRUPO 1
483;900,377,163;ATC SITIOS DE COLOMBIA SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;N7730 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.;SERVICIOS;281,893,911;-23,937,825;1,370,437,899;992,566,581;377,871,318;236,652,788;9,076,847;1,228,793,186;904,539,944;324,253,242;NIIF PLENAS-GRUPO 1
484;900,540,901;C.I. LCC S.A.S.;SUPERSOCIEDADES;Costa Atlántica;ATLANTICO;BARRANQUILLA-ATLANTICO;G4690 - Comercio al por mayor no especializado;COMERCIO;281,291,603;3,783,596;133,472,787;129,143,764;4,329,023;167,534,200;25,634;92,718,673;92,173,245;545,428;NIIF PYMES-GRUPO 2
485;860,052,634;DISTRIBUIDORA LOS COCHES LA SABANA SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4511 - Comercio de vehículos automotores nuevos;COMERCIO;280,487,884;-13,215,343;283,928,385;191,879,335;92,049,050;271,620,204;-19,637,198;230,328,565;158,399,830;71,928,735;NIIF PLENAS-GRUPO 1
486;800,233,881;LATINOAMERICANA DE CONSTRUCCIONES SA;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA;F4290 - Construcción de otras obras de ingeniería civil;CONSTRUCCIÓN;280,321,665;12,713,465;417,368,900;260,306,530;157,062,370;242,565,926;-27,817,439;372,717,802;257,950,576;114,767,226;NIIF PLENAS-GRUPO 1
487;800,216,499;AGOFER SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4752 - Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados;COMERCIO;280,053,073;5,995,517;201,712,291;155,600,199;46,112,092;244,792,268;4,106,722;158,885,001;118,768,427;40,116,574;NIIF PLENAS-GRUPO 1
488;860,024,586;PAVIMENTOS COLOMBIA SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;F4210 - Construcción de carreteras y vías de ferrocarril;CONSTRUCCIÓN;279,762,215;28,335,796;1,066,497,465;544,864,643;521,632,822;435,949,433;64,212,282;1,151,408,765;643,111,739;508,297,026;NIIF PLENAS-GRUPO 1
489;890,304,099;HOTELES ESTELAR S.A.;SUPERSOCIEDADES;Costa Pacífica;VALLE;CALI-VALLE;I5511 - Alojamiento en hoteles;SERVICIOS;278,149,278;19,654,790;642,522,735;297,430,780;345,091,955;269,642,311;17,592,234;612,657,224;288,247,998;324,409,226;NIIF PLENAS-GRUPO 1
490;900,389,969;HAYUELOS COLOMBIA SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;F4111 - Construcción de edificios residenciales;CONSTRUCCIÓN;278,140,881;225,136,520;329,369,141;83,595,458;245,773,683;108,767;1,668,180;99,122,884;78,485,721;20,637,163;NIIF PYMES-GRUPO 2
491;900,783,939;BAXALTA COLOMBIA S.A.S;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;COMERCIO;277,765,438;5,995,200;250,569,266;192,124,166;58,445,100;209,063,884;22,673,032;186,473,461;134,023,561;52,449,900;NIIF PLENAS-GRUPO 1
492;860,010,451;CASALIMPIA S.A.;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;N8129 - Otras actividades de limpieza de edificios e instalaciones industriales;SERVICIOS;277,011,470;4,897,367;65,984,776;34,866,781;31,117,995;286,652,965;4,455,468;66,930,689;36,172,249;30,758,440;NIIF PYMES-GRUPO 2
493;800,022,127;ESTUDIOS, PROYECTOS E INVERSIONES DE LOS ANDES S.A.S;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.;SERVICIOS;276,818,028;41,566,951;405,770,400;106,647,807;299,122,593;110,814,567;13,808,119;235,260,361;163,372,723;71,887,638;NIIF PLENAS-GRUPO 1
494;860,019,063;"MOTORES Y MÁQUINAS S.A. ""MOTORYSA""";SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4511 - Comercio de vehículos automotores nuevos;COMERCIO;276,705,310;6,538,662;207,574,276;131,289,936;76,284,340;214,875,951;5,800,491;170,630,257;97,926,974;72,703,283;NIIF PLENAS-GRUPO 1
495;860,069,497;AUTONIZA S A;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4511 - Comercio de vehículos automotores nuevos;COMERCIO;276,096,632;3,181,568;186,104,139;107,270,898;78,833,241;234,085,158;3,383,117;174,317,613;95,313,190;79,004,423;NIIF PYMES-GRUPO 2
496;900,943,243;SURAMERICA COMERCIAL SAS;SUPERSOCIEDADES;Costa Pacífica;VALLE;CALI-VALLE;G4719 - Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas y tabaco;COMERCIO;275,083,927;2,507,096;301,411,146;181,472,551;119,938,595;67,131,780;-6,483,873;133,988,944;54,195,219;79,793,725;NIIF PYMES-GRUPO 2
497;890,300,213;ALUMINIO NACIONAL SA;SUPERSOCIEDADES;Costa Pacífica;VALLE;YUMBO-VALLE;C2599 - Fabricación de otros productos elaborados de metal n.c.p.;MANUFACTURA;274,520,265;3,105,351;217,145,409;122,211,138;94,934,271;261,657,627;1,678,006;220,543,682;127,622,786;92,920,896;NIIF PLENAS-GRUPO 1
498;900,089,005;AMERISUR EXPLORACION COLOMBIA LIMITADA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;B0610 - Extracción de petróleo crudo;MINERO-HIDROCARBUROS;274,118,896;-8,684,993;537,173,263;143,437,099;393,736,164;247,881,228;69,140,789;501,015,305;100,514,494;400,500,811;NIIF PLENAS-GRUPO 1
499;860,000,018;AGENCIA DE VIAJES Y TURISMO AVIATUR S.A.S;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;N7911 - Actividades de las agencias de viaje;SERVICIOS;273,586,004;2,709,131;175,325,493;161,747,215;13,578,278;220,857,884;5,778,862;131,831,953;115,396,680;16,435,273;NIIF PLENAS-GRUPO 1
500;890,309,556;ACCION SAS;SUPERSOCIEDADES;Costa Pacífica;VALLE;CALI-VALLE;N7820 - Actividades de agencias de empleo temporal;SERVICIOS;273,214,406;-4,502,298;112,389,098;105,172,666;7,216,432;303,690,578;-5,995,347;111,125,917;99,407,187;11,718,730;NIIF PLENAS-GRUPO 1
501;800,245,795;PARMALAT COLOMBIA LTDA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;C1040 - Elaboración de productos lácteos;MANUFACTURA;272,523,995;-9,838,353;114,872,239;38,625,814;76,246,425;263,541,999;-23,587,117;112,570,515;48,175,088;64,395,427;NIIF PLENAS-GRUPO 1
502;800,200,598;PRODESA Y CIA S.A.;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;F4111 - Construcción de edificios residenciales;CONSTRUCCIÓN;271,778,605;12,506,225;550,969,143;450,476,428;100,492,715;271,841,517;18,604,434;537,423,823;448,451,789;88,972,034;NIIF PLENAS-GRUPO 1
503;900,878,893;NEOCORP S.A.S.;SUPERSOCIEDADES;Eje Cafetero;RISARALDA;PEREIRA-RISARALDA;G4511 - Comercio de vehículos automotores nuevos;COMERCIO;271,577,874;-33,450,537;380,701,266;390,740,802;-10,039,536;321,168,909;-32,094,046;341,523,934;331,331,711;10,192,223;NIIF PLENAS-GRUPO 1
504;890,904,815;ARQUITECTOS E INGENIEROS ASOCIADOS SA EN REORGANIZACIÓN;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA;F4312 - Preparación del terreno;CONSTRUCCIÓN;271,307,386;34,642,768;302,675,349;302,156,689;518,660;120,341,870;-39,817,786;239,062,915;268,990,332;-29,927,417;NIIF PLENAS-GRUPO 1
505;890,900,250;JOHN RESTREPO A Y CIA S.A;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;ITAGUI-ANTIOQUIA;G4690 - Comercio al por mayor no especializado;COMERCIO;270,797,943;-10,099,919;186,955,826;121,026,480;65,929,346;309,385,467;-3,429,180;171,955,564;148,645,748;23,309,816;NIIF PLENAS-GRUPO 1
506;860,046,201;FORTOX SA;SUPERVIGILANCIA;Costa Pacífica;VALLE;CALI-VALLE;N8010 - Actividades de seguridad privada;SERVICIOS;270,128,445.69;3,046,203.29;98,304,806;55,834,443.89;42,470,362.11;240,586,332;5,588,285;67,795,679;40,328,963;27,466,716;NIIF PLENAS-GRUPO 1
507;860,500,480;ALMACENES CORONA S.A.S;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4752 - Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados;COMERCIO;269,536,946;-418,575;80,049,782;65,534,025;14,515,757;269,659,120;-2,765,093;81,184,615;66,352,550;14,832,065;NIIF PLENAS-GRUPO 1
508;890,905,627;CASA BRITANICA SA;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA;G4511 - Comercio de vehículos automotores nuevos;COMERCIO;269,124,758;1,404,656;126,665,533;57,674,098;68,991,435;273,500,402;1,301,030;135,729,693;68,142,913;67,586,780;NIIF PYMES-GRUPO 2
509;830,142,761;Carbones Andinos SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos;COMERCIO;268,822,749;7,061,930;76,819,369;53,991,059;22,828,310;212,960,949;10,578,287;65,497,384;49,731,215;15,766,169;NIIF PLENAS-GRUPO 1
510;830,507,278;GLORIA COLOMBIA S.A.;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;C1040 - Elaboración de productos lácteos;MANUFACTURA;266,019,387;-23,282,004;270,812,122;168,496,659;102,315,463;319,792,236;-885,280;281,271,052;155,673,585;125,597,467;NIIF PLENAS-GRUPO 1
511;860,001,965;TEXTILES LAFAYETTE SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;C1311 - Preparación e hilatura de fibras textiles;MANUFACTURA;265,910,423;6,866,087;300,132,265;126,213,247;173,919,018;249,759,698;7,325,735;263,454,152;91,692,906;171,761,246;NIIF PLENAS-GRUPO 1
512;900,061,224;MERCAMIO SA;SUPERSOCIEDADES;Costa Pacífica;VALLE;CALI-VALLE;G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco;COMERCIO;265,789,876;4,911,959;65,465,381;25,560,796;39,904,585;246,284,705;3,603,568;53,196,429;24,203,803;28,992,626;NIIF PYMES-GRUPO 2
