No pqr;Periodo;Medio;Clasificación;Secretaria;Dependencia relacionada;Producto
1,029;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 SECRETARÍA DE GOBIERNO;Evidencias
1,028;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;0900 secretaría de salud pública y seguridad social;Evidencias
1,027;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;0900 secretaría de salud pública y seguridad social;Evidencias
1,026;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
1,025;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 SECRETARÍA DE GOBIERNO;Evidencias
1,024;2,018;Web;Peticion;0110 SECRETARÍA PRIVADA;0110 secretaría privada;Evidencias
1,023;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;620 dirección de parques, zonas verdes y equipamientos;Evidencias
1,022;2,018;Web;Queja;1200 SECRETARÍA DE DEPORTE Y RECREACIÓN;1200 secretaría de deporte y recreación;Evidencias
1,020;2,018;Web;Peticion;1300 SECRETARÍA DE DESARROLLO SOCIAL Y POLITÍCO;1300 secretaría de desarrollo social y politíco;Evidencias
1,019;2,018;Web;Queja;0600 SECRETARÍA DE INFRAESTRUCTURA;620 dirección de parques, zonas verdes y equipamientos;Evidencias
1,017;2,018;Web;Reclamo;0400 SECRETARÍA DE TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN;0400 secretaría de tecnologías de la información y la comunicación;Evidencias
1,016;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
1,015;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1000 secretaría de educación;Evidencias
1,014;2,018;Web;Peticion;0110 SECRETARÍA PRIVADA;0110 secretaría privada;Evidencias
1,013;2,018;Web;Peticion;OFICINA DE PAZ;0130 oficina de paz, reconciliación y posconflicto;Evidencias
1,012;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
1,011;2,018;Web;Peticion;0400 SECRETARÍA DE TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN;0400 secretaría de tecnologías de la información y la comunicación;Evidencias
1,010;2,018;Web;Queja;1200 SECRETARÍA DE DEPORTE Y RECREACIÓN;1200 SECRETARÍA DE DEPORTE Y RECREACIÓN;Evidencias
1,008;2,018;Web;Queja;1200 SECRETARÍA DE DEPORTE Y RECREACIÓN;1200 secretaría de deporte y recreación;Evidencias
1,007;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
1,006;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
1,004;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
1,003;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
1,002;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
1,000;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Acciones correctiva
999;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
998;2,018;Buzón;Queja;0700 SECRETARÍA DE VIVIENDA SOCIAL;0700 secretaría de vivienda social;Evidencias
997;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 SECRETARÍA DE GOBIERNO;Evidencias
996;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
995;2,018;Web;Peticion;1300 SECRETARÍA DE DESARROLLO SOCIAL Y POLITÍCO;1300 secretaría de desarrollo social y politíco;Evidencias
992;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;840 dirección de espacio público;Evidencias
991;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;620 dirección de parques, zonas verdes y equipamientos;Evidencias
990;2,018;Web;Peticion;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;1520 dirección de talento humano;Evidencias
989;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;*subsecretarios;Evidencias
987;2,018;Web;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
986;2,018;Web;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
984;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 SECRETARÍA DE GOBIERNO;Evidencias
983;2,018;Web;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;Evidencias
982;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
981;2,018;Buzón;Clasificacion pendiente;1000 SECRETARÍA DE EDUCACIÓN;1000 secretaría de educación;Evidencias
980;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
979;2,018;Buzón;Clasificacion pendiente;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;0800 secretaría de gobierno;Evidencias
978;2,018;Buzón;Clasificacion pendiente;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;0800 secretaría de gobierno;Evidencias
977;2,018;Buzón;Peticion;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;0800 secretaría de gobierno;Evidencias
976;2,018;Web;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
975;2,018;Correo Electrónico;Queja;0110 SECRETARÍA PRIVADA;0110 secretaría privada;Evidencias
974;2,018;Web;Peticion;0200 SECRETARÍA DE PLANEACIÓN;0200 secretaría de planeación;Evidencias
973;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;830 dirección de control físico;Evidencias
972;2,018;Web;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;0900 secretaría de salud pública y seguridad social;Evidencias
971;2,018;Web;Queja;1000 SECRETARÍA DE EDUCACIÓN;1000 secretaría de educación;Evidencias
969;2,018;Web;Peticion;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;1520 dirección de talento humano;Evidencias
968;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1000 secretaría de educación;Evidencias
967;2,018;Buzón;Sugerencia;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;0900 secretaría de salud pública y seguridad social;Evidencias
966;2,018;Buzón;Queja;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;1520 dirección de talento humano;Evidencias
965;2,018;Buzón;Queja;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;Servicios generales;Evidencias
964;2,018;Buzón;Queja;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;Servicios generales;Evidencias
963;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;820 oficina de control y vigilancia;Evidencias
962;2,018;Buzón;Queja;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;Servicios generales;Evidencias
961;2,018;Buzón;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
960;2,018;Buzón;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
958;2,018;Web;Sugerencia;0400 SECRETARÍA DE TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN;0400 secretaría de tecnologías de la información y la comunicación;Evidencias
957;2,018;Web;Queja;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
955;2,018;Web;Peticion;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;1520 dirección de talento humano;Evidencias
954;2,018;Web;Peticion;0700 SECRETARÍA DE VIVIENDA SOCIAL;0700 secretaría de vivienda social;Evidencias
953;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
952;2,018;Buzón;Clasificacion pendiente;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
951;2,018;Buzón;Queja;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;Servicios generales;Evidencias
950;2,018;Buzón;Sugerencia;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;Servicios generales;Evidencias
949;2,018;Buzón;Queja;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;1530 dirección de bienes muebles y recursos físicos;Evidencias
948;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
947;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1400 secretaría de hacienda;Evidencias
946;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
945;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1000 secretaría de educación;Evidencias
943;2,018;Web;Peticion;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;1520 dirección de talento humano1520 dirección de talento humano;Evidencias
941;2,018;Web;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
940;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1000 secretaría de educación0600 secretaría de infraestructura;Evidencias
939;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura1000 secretaría de educación;Evidencias
938;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
937;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
936;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
935;2,018;Web;Peticion;0400 SECRETARÍA DE TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN;0400 secretaría de tecnologías de la información y la comunicación;Evidencias
934;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
933;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
932;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
929;2,018;Web;Queja;0600 SECRETARÍA DE INFRAESTRUCTURA;620 dirección de parques, zonas verdes y equipamientos;Evidencias
928;2,018;Web;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
927;2,018;Web;Peticion;0200 SECRETARÍA DE PLANEACIÓN;0200 secretaría de planeación;Evidencias
925;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
924;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
923;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
921;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
920;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
919;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
918;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
917;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
916;2,018;Buzón;Clasificacion pendiente;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
915;2,018;Buzón;Clasificacion pendiente;1100 SECRETARIA DE CULTURA;1100 secretaria de cultura;Evidencias
914;2,018;Buzón;Peticion;0700 SECRETARÍA DE VIVIENDA SOCIAL;0700 secretaría de vivienda social;Evidencias
913;2,018;Buzón;Queja;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;Servicios generales;Evidencias
911;2,018;Buzón;Reconocimiento;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
910;2,018;Personal;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
909;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
908;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
907;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
906;2,018;Web;Queja;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
905;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
904;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
903;2,018;Web;Queja;0400 SECRETARÍA DE TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN;0400 secretaría de tecnologías de la información y la comunicación;Evidencias
902;2,018;Web;Peticion;1200 SECRETARÍA DE DEPORTE Y RECREACIÓN;1200 secretaría de deporte y recreación;Evidencias
901;2,018;Web;Queja;0400 SECRETARÍA DE TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN;0400 secretaría de tecnologías de la información y la comunicación;Evidencias
900;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1000 secretaría de educación;Evidencias
899;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
897;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1000 secretaría de educación;Evidencias
895;2,018;Correo Electrónico;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
894;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
893;2,018;Web;Peticion;0150 OFICINA ASESORA DE PRENSA Y COMUNICACIONES;0150 oficina asesora de prensa y comunicaciones;Evidencias
892;2,018;Web;Peticion;0400 SECRETARÍA DE TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN;0400 secretaría de tecnologías de la información y la comunicación;Evidencias
891;2,018;Web;Queja;0400 SECRETARÍA DE TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN;0400 secretaría de tecnologías de la información y la comunicación;Evidencias
889;2,018;Web;Queja;1000 SECRETARÍA DE EDUCACIÓN;1000 secretaría de educación1040 dirección de bienes y servicios educativos;Evidencias
886;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
885;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
883;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
882;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
881;2,018;Buzón;Queja;1300 SECRETARÍA DE DESARROLLO SOCIAL Y POLITÍCO;1300 secretaría de desarrollo social y politíco;Evidencias
880;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
879;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
878;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
877;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
876;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
875;2,018;Web;Reclamo;0400 SECRETARÍA DE TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN;0400 secretaría de tecnologías de la información y la comunicación;Evidencias
874;2,018;Web;Queja;1000 SECRETARÍA DE EDUCACIÓN;1000 secretaría de educación;Evidencias
873;2,018;Web;Peticion;1300 SECRETARÍA DE DESARROLLO SOCIAL Y POLITÍCO;1300 secretaría de desarrollo social y politíco;Evidencias
872;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos0500 secretaría de desarrollo rural y gestión ambiental;Evidencias
870;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
869;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
868;2,018;Web;Reclamo;0700 SECRETARÍA DE VIVIENDA SOCIAL;0700 secretaría de vivienda social;Evidencias
867;2,018;Web;Reconocimiento;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
866;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
865;2,018;Web;Queja;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
864;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
863;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
862;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
861;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
860;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
859;2,018;Buzón;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
858;2,018;Buzón;Sugerencia;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
857;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
856;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
855;2,018;Buzón;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;620 dirección de parques, zonas verdes y equipamientos;Evidencias
854;2,018;Web;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
853;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
852;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
851;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
850;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
849;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
848;2,018;Correo Electrónico;Peticion;0200 SECRETARÍA DE PLANEACIÓN;0200 secretaría de planeación;Evidencias
847;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
846;2,018;Web;Reclamo;1200 SECRETARÍA DE DEPORTE Y RECREACIÓN;1200 secretaría de deporte y recreación;Evidencias
845;2,018;Web;Peticion;0700 SECRETARÍA DE VIVIENDA SOCIAL;0700 secretaría de vivienda social;Evidencias
844;2,018;Web;Peticion;1200 SECRETARÍA DE DEPORTE Y RECREACIÓN;1200 secretaría de deporte y recreación;Evidencias
843;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
842;2,018;Correo Electrónico;Peticion;0120 DIRECCIÓN DE GESTIÓN DEL RIESGO;0120 dirección de gestión del riesgo;Evidencias
841;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
840;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
839;2,018;Web;Peticion;0200 SECRETARÍA DE PLANEACIÓN;0200 secretaría de planeación;Evidencias
834;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
833;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1400 secretaría de hacienda;Evidencias
832;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
830;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
829;2,018;Buzón;Queja;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;Servicios generales;Evidencias
828;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
827;2,018;Buzón;Sugerencia;1500 SECRETARÍA DE GESTIÓN ADMINISTRATIVA;Servicios generales;Evidencias
826;2,018;Buzón;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
825;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
824;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
823;2,018;Buzón;Peticion;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
822;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
821;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
820;2,018;Correo Electrónico;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
819;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
818;2,018;Web;Reclamo;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
817;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
816;2,018;Buzón;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
815;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
814;2,018;Web;Peticion;1100 SECRETARIA DE CULTURA;1100 secretaria de cultura;Evidencias
813;2,018;Correo Electrónico;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
812;2,018;Web;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
811;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;620 dirección de parques, zonas verdes y equipamientos;Evidencias
810;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
809;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
800;2,018;Web;Peticion;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
799;2,018;Correo Electrónico;Peticion;1300 SECRETARÍA DE DESARROLLO SOCIAL Y POLITÍCO;1300 secretaría de desarrollo social y politíco;Evidencias
798;2,018;Web;Queja;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
797;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
796;2,018;Web;Queja;1000 SECRETARÍA DE EDUCACIÓN;1040 dirección de bienes y servicios educativos;Evidencias
795;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
794;2,018;Web;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
793;2,018;Web;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
791;2,018;Buzón;Reconocimiento;1300 SECRETARÍA DE DESARROLLO SOCIAL Y POLITÍCO;1300 secretaría de desarrollo social y politíco;Evidencias
790;2,018;Buzón;Reconocimiento;1300 SECRETARÍA DE DESARROLLO SOCIAL Y POLITÍCO;1300 secretaría de desarrollo social y politíco;Evidencias
789;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
788;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
787;2,018;Web;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
786;2,018;Web;Reclamo;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
785;2,018;Web;Peticion;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
784;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
783;2,018;Web;Queja;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
782;2,018;Web;Peticion;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
781;2,018;Web;Queja;0600 SECRETARÍA DE INFRAESTRUCTURA;0600 secretaría de infraestructura;Evidencias
780;2,018;Web;Peticion;0200 SECRETARÍA DE PLANEACIÓN;0200 secretaría de planeación;Evidencias
779;2,018;Web;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
777;2,018;Web;Queja;0700 SECRETARÍA DE VIVIENDA SOCIAL;0700 secretaría de vivienda social;Evidencias
776;2,018;Web;Reconocimiento;0110 SECRETARÍA PRIVADA;0110 secretaría privada;Evidencias
459;2,018;Buzón;Peticion;0800 SECRETARÍA DE GOBIERNO;0800 secretaría de gobierno;Evidencias
775;2,018;Buzón;Queja;0900 SECRETARÍA DE SALUD PÚBLICA Y SEGURIDAD SOCIAL;910 dirección de vigilancia, control y aseguramiento en salud;Evidencias
774;2,018;Buzón;Reconocimiento;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
773;2,018;Buzón;Reconocimiento;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
772;2,018;Buzón;Reconocimiento;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
771;2,018;Buzón;Reconocimiento;1400 SECRETARÍA DE HACIENDA;1400 SECRETARÍA DE HACIENDA;Evidencias
770;2,018;Buzón;Reconocimiento;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios;Evidencias
769;2,018;Web;Queja;1400 SECRETARÍA DE HACIENDA;1410 subsecretaría de asuntos tributarios1440 tesorería general;Evidencias
